unsmoothed;3
(;w;i;e;d;r;a;u;f;n;h;m; ;s;t;z;g;p;o;);c;k;l;ä;,;.;b;ü;j;ß;ö;v;x;?;q;!;y;#
kä;0.002073;0.004239;0.053607;0.045063;0.019774;0.046415;0.013798;0.028754;0.020933;0.097333;0.039538;0.281792;0.044045;0.066262;0.059685;0.004024;0.022304;0.002691;0.007846;0.002073;0.022253;0.003966;0.085388;0.002131;0.003636;0.001971;0.005723;0.001878;0.000373;0.006168;0.000736;0.003120;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
k,;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.710713;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
k.;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.059117;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.652266;0.007985;0.003966;0.008669;0.002131;0.004337;0.002672;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
kb;0.002073;0.005737;0.155552;0.266742;0.014586;0.031900;0.248821;0.014376;0.004993;0.031146;0.012521;0.007343;0.054122;0.032258;0.022006;0.006779;0.013775;0.002691;0.010433;0.002073;0.008121;0.003966;0.020107;0.003493;0.004181;0.002652;0.005755;0.006099;0.000373;0.001304;0.000872;0.002607;0.000104;0.000048;0.000050;0.000254;0.000066;0.000023
kü;0.002073;0.004239;0.024424;0.045063;0.015689;0.208037;0.013798;0.011244;0.013918;0.290547;0.062267;0.007343;0.044045;0.062571;0.030172;0.003375;0.017839;0.003427;0.007846;0.002073;0.031532;0.003966;0.011245;0.002131;0.003636;0.001971;0.065045;0.001878;0.000373;0.004615;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
kj;0.003110;0.006359;0.039415;0.298151;0.021879;0.033145;0.215142;0.058533;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.014548;0.003110;0.011978;0.005949;0.013004;0.017086;0.005454;0.002957;0.007612;0.013928;0.000560;0.001956;0.001104;0.006485;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
kß;0.003110;0.006359;0.039816;0.178883;0.021879;0.033145;0.021492;0.020046;0.019004;0.063733;0.017964;0.011014;0.346673;0.025286;0.051866;0.005858;0.016694;0.004036;0.011770;0.003110;0.012773;0.005949;0.026518;0.003197;0.018173;0.007727;0.010792;0.002817;0.000560;0.001956;0.001104;0.006091;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
kö;0.002073;0.004239;0.024424;0.045063;0.014586;0.102691;0.013798;0.011244;0.015988;0.411557;0.025122;0.007343;0.044045;0.031350;0.025949;0.003375;0.053141;0.003630;0.007846;0.002073;0.093431;0.008661;0.020876;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.008816;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
kv;0.002073;0.004239;0.381248;0.188240;0.014586;0.022096;0.022747;0.011244;0.004720;0.029240;0.011976;0.007622;0.046282;0.016607;0.016559;0.003375;0.009289;0.004369;0.157175;0.002073;0.007985;0.003966;0.008669;0.002131;0.004195;0.001971;0.005075;0.001878;0.000373;0.001304;0.003532;0.002751;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
kx;0.003110;0.006359;0.226637;0.097595;0.021879;0.033145;0.080697;0.016866;0.007081;0.043860;0.017964;0.011014;0.096068;0.024491;0.074839;0.015063;0.013514;0.074036;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.025454;0.012957;0.007612;0.002817;0.000560;0.001956;0.001104;0.013707;0.010156;0.000072;0.000075;0.010177;0.000100;0.000034
k?;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
kq;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.516867;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
k!;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.044045;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.668740;0.007985;0.003966;0.008669;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
ky;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.137610;0.017964;0.011014;0.128568;0.321366;0.024839;0.020688;0.013514;0.019661;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.021079;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
k#;0.003110;0.006359;0.036637;0.113050;0.021879;0.033145;0.020697;0.062321;0.007081;0.407497;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.058459;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
l(;0.003110;0.063359;0.114137;0.095095;0.156379;0.035145;0.048697;0.031866;0.028581;0.055360;0.050964;0.024514;0.066068;0.045491;0.025339;0.021563;0.019514;0.005036;0.012770;0.003110;0.011978;0.007949;0.018504;0.003697;0.005454;0.002957;0.017112;0.003317;0.006060;0.001956;0.001104;0.013207;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
lw;0.002073;0.004239;0.285529;0.356575;0.014586;0.022096;0.047865;0.023469;0.004720;0.029240;0.012139;0.007343;0.044208;0.016327;0.016559;0.003375;0.009009;0.002691;0.035882;0.002073;0.007985;0.003966;0.008669;0.012074;0.003636;0.004253;0.005075;0.008561;0.000373;0.001304;0.001062;0.002471;0.000104;0.000048;0.000050;0.000118;0.000229;0.000023
li;0.002073;0.004239;0.024481;0.176828;0.021311;0.036157;0.015948;0.011414;0.007503;0.126404;0.016644;0.018039;0.049356;0.048406;0.096322;0.006772;0.034028;0.003370;0.025812;0.002073;0.225333;0.008073;0.013993;0.002188;0.003834;0.002028;0.007032;0.001878;0.000401;0.001926;0.000736;0.004961;0.000132;0.000048;0.000050;0.000118;0.000066;0.000023
le;0.002073;0.006294;0.131739;0.045921;0.021113;0.115964;0.014473;0.017987;0.007281;0.190355;0.024244;0.034259;0.136706;0.050426;0.035066;0.004923;0.066295;0.003319;0.008138;0.002119;0.010774;0.006844;0.017853;0.002223;0.009898;0.004528;0.014015;0.001878;0.000465;0.002055;0.000736;0.003665;0.006007;0.000063;0.000096;0.000118;0.000066;0.000023
ld;0.002073;0.005045;0.119745;0.331797;0.014633;0.024465;0.055394;0.137279;0.004815;0.032319;0.012023;0.007627;0.124135;0.022817;0.018028;0.003375;0.009151;0.003070;0.011305;0.002073;0.007985;0.004013;0.014402;0.002178;0.012910;0.004577;0.005169;0.002257;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000070
lr;0.002073;0.007116;0.043438;0.419395;0.031786;0.029258;0.040255;0.028256;0.009380;0.037809;0.016260;0.010720;0.137175;0.029274;0.032196;0.005752;0.015045;0.003723;0.021700;0.002073;0.010174;0.010408;0.015299;0.007635;0.006857;0.002722;0.011923;0.005506;0.000404;0.001304;0.001017;0.003253;0.000104;0.000048;0.000050;0.000306;0.000098;0.000210
la;0.002073;0.005322;0.024875;0.045063;0.020266;0.066393;0.017053;0.091126;0.013685;0.160179;0.022142;0.102561;0.048202;0.059557;0.055297;0.004727;0.110172;0.005606;0.007846;0.002073;0.024634;0.009605;0.043175;0.002131;0.003936;0.002071;0.021982;0.001878;0.000373;0.021478;0.000736;0.002972;0.000404;0.000048;0.000050;0.000118;0.000166;0.000023
lu;0.002073;0.004608;0.026492;0.052069;0.015323;0.056081;0.016256;0.011428;0.032064;0.434772;0.013082;0.028237;0.069918;0.045597;0.032393;0.003621;0.014641;0.003858;0.007969;0.002073;0.020276;0.011156;0.011312;0.002315;0.004005;0.002340;0.007103;0.001878;0.000373;0.060694;0.000736;0.002901;0.002048;0.000048;0.000050;0.000118;0.000066;0.000023
lf;0.002073;0.004679;0.038624;0.222636;0.014586;0.088851;0.065621;0.018271;0.024337;0.030118;0.012415;0.040427;0.079472;0.038139;0.095757;0.004253;0.015011;0.002837;0.062304;0.002073;0.007985;0.004258;0.014086;0.008865;0.004514;0.002411;0.005953;0.056628;0.000959;0.001304;0.027672;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
ln;0.002073;0.005137;0.037777;0.165040;0.062336;0.022640;0.022471;0.015994;0.007958;0.038811;0.013819;0.007839;0.328603;0.029774;0.035158;0.007487;0.041858;0.002714;0.011249;0.002168;0.008434;0.008290;0.009142;0.003100;0.043898;0.035050;0.006067;0.002327;0.000397;0.001304;0.001043;0.003369;0.000104;0.015554;0.000073;0.000851;0.000066;0.000023
lh;0.002073;0.006374;0.038042;0.124286;0.014990;0.054351;0.382502;0.016956;0.005297;0.036222;0.013361;0.014671;0.102784;0.021635;0.066585;0.003894;0.009875;0.002806;0.011193;0.002131;0.007985;0.006043;0.021421;0.009978;0.006752;0.002721;0.005190;0.001936;0.000488;0.001304;0.002813;0.002586;0.000104;0.000105;0.000107;0.000176;0.000239;0.000023
lm;0.002073;0.005180;0.080513;0.290029;0.015150;0.022379;0.034878;0.020467;0.005756;0.029616;0.011976;0.053268;0.113968;0.022538;0.022112;0.003846;0.009856;0.006831;0.097955;0.002073;0.008174;0.005095;0.009705;0.086782;0.005330;0.002536;0.006769;0.007336;0.000373;0.001304;0.012876;0.002659;0.000104;0.000048;0.000050;0.000118;0.000066;0.000211
l ;0.002073;0.030219;0.077996;0.082918;0.156069;0.035839;0.058664;0.050384;0.026447;0.046292;0.028903;0.030121;0.064799;0.056973;0.021077;0.036757;0.034015;0.011900;0.009949;0.002104;0.008864;0.018665;0.014145;0.003433;0.004060;0.003728;0.035869;0.008074;0.003934;0.001304;0.001050;0.032748;0.000119;0.000048;0.000254;0.000118;0.000066;0.000023
ls;0.002073;0.016369;0.065985;0.100489;0.015305;0.023366;0.024844;0.013360;0.007260;0.029748;0.013754;0.008528;0.330487;0.040197;0.093595;0.004094;0.011252;0.013822;0.059972;0.002158;0.071855;0.005405;0.010658;0.003570;0.006260;0.005227;0.008672;0.002090;0.000458;0.001304;0.000905;0.003783;0.000104;0.000090;0.000261;0.000118;0.002518;0.000065
lt;0.002073;0.010332;0.087541;0.275396;0.014586;0.043886;0.026818;0.052751;0.005179;0.036575;0.013603;0.008851;0.185253;0.049501;0.027868;0.014767;0.012097;0.004283;0.010726;0.002115;0.007985;0.004007;0.023169;0.008057;0.027855;0.027724;0.006827;0.003547;0.000373;0.001304;0.000819;0.002805;0.000104;0.000256;0.000091;0.000786;0.000066;0.000023
lz;0.002073;0.024100;0.147024;0.101574;0.014586;0.022301;0.017074;0.387644;0.004720;0.029240;0.011976;0.007752;0.063292;0.016532;0.033758;0.003375;0.009214;0.002691;0.047955;0.002073;0.007985;0.003966;0.011741;0.002950;0.004455;0.002381;0.005689;0.003926;0.000373;0.001304;0.003193;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000227
lg;0.002073;0.004393;0.057023;0.407056;0.014586;0.065207;0.021851;0.021445;0.005334;0.031541;0.012129;0.007343;0.155577;0.031513;0.065272;0.003605;0.009009;0.002767;0.008537;0.002150;0.007985;0.009258;0.023856;0.002821;0.009772;0.003889;0.005075;0.003565;0.000373;0.001304;0.000736;0.002548;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
lp;0.002073;0.004239;0.033156;0.146226;0.014586;0.170950;0.068667;0.035553;0.016020;0.029240;0.026526;0.007343;0.046870;0.017097;0.027345;0.003375;0.009009;0.007056;0.250647;0.002073;0.007985;0.004222;0.023307;0.027041;0.004406;0.002228;0.005075;0.002392;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
lo;0.002073;0.007850;0.024777;0.046472;0.025506;0.084541;0.013886;0.012301;0.009388;0.131579;0.019021;0.036757;0.057085;0.215434;0.025636;0.009187;0.066932;0.017222;0.012871;0.002073;0.025604;0.051755;0.040373;0.002131;0.004429;0.002059;0.036370;0.001878;0.001254;0.004562;0.001176;0.007056;0.000456;0.000048;0.000050;0.000118;0.000066;0.000023
l);0.006219;0.012718;0.073273;0.135190;0.043757;0.066289;0.041394;0.033732;0.014161;0.087720;0.035928;0.022028;0.132136;0.048981;0.049678;0.010125;0.027028;0.008072;0.023539;0.006219;0.023956;0.011897;0.026008;0.006393;0.010908;0.005914;0.015224;0.005634;0.001119;0.003912;0.002208;0.007413;0.000311;0.000143;0.000149;0.000354;0.000199;0.000068
lc;0.002073;0.004239;0.025117;0.047400;0.014586;0.022442;0.014144;0.011417;0.004720;0.029240;0.655798;0.007343;0.045170;0.016327;0.016646;0.003375;0.009009;0.002691;0.009058;0.002073;0.008158;0.020234;0.008669;0.002131;0.003636;0.001971;0.005161;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
lk;0.002073;0.006330;0.025644;0.335898;0.014586;0.030634;0.036276;0.026403;0.005069;0.030111;0.012324;0.008040;0.062341;0.061335;0.077720;0.005292;0.009358;0.002691;0.159197;0.002247;0.007985;0.003966;0.034632;0.003873;0.007295;0.002843;0.005597;0.004143;0.000373;0.001304;0.011191;0.002645;0.000104;0.000048;0.000050;0.000292;0.000066;0.000023
ll;0.002073;0.005571;0.108182;0.293040;0.018810;0.023292;0.045316;0.045491;0.007351;0.032747;0.012215;0.007661;0.098694;0.048604;0.077288;0.009648;0.022250;0.006653;0.017319;0.002847;0.009340;0.006152;0.046929;0.013848;0.008919;0.007550;0.011132;0.003552;0.000373;0.001304;0.001214;0.002949;0.000104;0.000048;0.000050;0.000118;0.001342;0.000023
lä;0.002073;0.004239;0.053607;0.045063;0.022041;0.089499;0.013798;0.040092;0.020933;0.294612;0.041805;0.015125;0.044045;0.077600;0.091431;0.004024;0.042712;0.002691;0.007846;0.002073;0.024520;0.003966;0.018721;0.002131;0.003636;0.001971;0.005723;0.001878;0.000373;0.017506;0.000736;0.003120;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
l,;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.710713;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
l.;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.059117;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.652266;0.007985;0.003966;0.008669;0.002131;0.004337;0.002672;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
lb;0.002073;0.005737;0.044441;0.297443;0.014586;0.031900;0.035370;0.014376;0.004993;0.031146;0.012521;0.007343;0.242719;0.111206;0.022006;0.024323;0.013775;0.002691;0.010433;0.002073;0.008121;0.003966;0.020107;0.003493;0.012953;0.002652;0.005755;0.006099;0.000373;0.001304;0.000872;0.002607;0.000104;0.000048;0.000050;0.000254;0.000066;0.000023
lü;0.002073;0.004239;0.024424;0.045063;0.015689;0.156754;0.013798;0.011244;0.013918;0.059777;0.036626;0.007343;0.044045;0.179788;0.030172;0.003375;0.017839;0.003427;0.007846;0.002073;0.222009;0.003966;0.011245;0.002131;0.003636;0.001971;0.065045;0.001878;0.000373;0.004615;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
lj;0.003110;0.006359;0.039415;0.298151;0.021879;0.033145;0.215142;0.058533;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.014548;0.003110;0.011978;0.005949;0.013004;0.017086;0.005454;0.002957;0.007612;0.013928;0.000560;0.001956;0.001104;0.006485;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
lß;0.003110;0.006359;0.039816;0.178883;0.021879;0.033145;0.021492;0.020046;0.019004;0.063733;0.017964;0.011014;0.346673;0.025286;0.051866;0.005858;0.016694;0.004036;0.011770;0.003110;0.012773;0.005949;0.026518;0.003197;0.018173;0.007727;0.010792;0.002817;0.000560;0.001956;0.001104;0.006091;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
lö;0.002073;0.004239;0.024424;0.045063;0.014586;0.091580;0.013798;0.011244;0.015988;0.089334;0.025122;0.007343;0.044045;0.309128;0.081505;0.003375;0.053141;0.003630;0.007846;0.002073;0.093431;0.008661;0.020876;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.008816;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
lv;0.002073;0.004239;0.047914;0.466018;0.014586;0.022096;0.022747;0.011244;0.004720;0.029240;0.011976;0.007622;0.046282;0.016607;0.016559;0.003375;0.009289;0.004369;0.212731;0.002073;0.007985;0.003966;0.008669;0.002131;0.004195;0.001971;0.005075;0.001878;0.000373;0.001304;0.003532;0.002751;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
lx;0.003110;0.006359;0.226637;0.097595;0.021879;0.033145;0.080697;0.016866;0.007081;0.043860;0.017964;0.011014;0.096068;0.024491;0.074839;0.015063;0.013514;0.074036;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.025454;0.012957;0.007612;0.002817;0.000560;0.001956;0.001104;0.013707;0.010156;0.000072;0.000075;0.010177;0.000100;0.000034
l?;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
lq;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.516867;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
l!;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
ly;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.133407;0.011976;0.007343;0.085712;0.485077;0.016559;0.034625;0.009009;0.013107;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.014053;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
l#;0.003110;0.006359;0.036637;0.113050;0.021879;0.033145;0.020697;0.062321;0.007081;0.407497;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.058459;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
ä(;0.003110;0.063359;0.114137;0.095095;0.156379;0.035145;0.048697;0.031866;0.028581;0.055360;0.050964;0.024514;0.066068;0.045491;0.025339;0.021563;0.019514;0.005036;0.012770;0.003110;0.011978;0.007949;0.018504;0.003697;0.005454;0.002957;0.017112;0.003317;0.006060;0.001956;0.001104;0.013207;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
äw;0.003110;0.006359;0.240793;0.222363;0.021879;0.033145;0.071797;0.035204;0.007081;0.043860;0.018209;0.011014;0.066313;0.024491;0.024839;0.005063;0.013514;0.004036;0.053824;0.003110;0.011978;0.005949;0.013004;0.018111;0.005454;0.006380;0.007612;0.012842;0.000560;0.001956;0.001593;0.003707;0.000156;0.000072;0.000075;0.000177;0.000344;0.000034
äi;0.002073;0.004239;0.024481;0.115680;0.019820;0.036157;0.015948;0.011414;0.006757;0.090237;0.016644;0.015802;0.047865;0.375774;0.051952;0.004535;0.025079;0.003370;0.025812;0.002073;0.057920;0.007700;0.013620;0.002188;0.003834;0.002028;0.006659;0.001878;0.000401;0.001926;0.000736;0.004961;0.000132;0.000048;0.000050;0.000118;0.000066;0.000023
äe;0.003110;0.009441;0.088090;0.068308;0.028802;0.145276;0.021709;0.024687;0.010922;0.172000;0.028913;0.021572;0.138545;0.057290;0.035397;0.006811;0.025475;0.004979;0.012207;0.003179;0.015014;0.007973;0.026207;0.003335;0.009686;0.004498;0.012995;0.002817;0.000698;0.003083;0.001104;0.004351;0.000984;0.000095;0.000144;0.000177;0.000100;0.000034
äd;0.002073;0.005045;0.115421;0.249642;0.014633;0.024465;0.055394;0.017782;0.004815;0.032319;0.012023;0.007627;0.086399;0.022817;0.268029;0.003375;0.009151;0.003070;0.011305;0.002073;0.007985;0.004013;0.014402;0.002178;0.006621;0.004577;0.005169;0.002257;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000070
är;0.002073;0.007116;0.043438;0.183840;0.031786;0.029258;0.040255;0.077145;0.022713;0.037809;0.016260;0.037387;0.137175;0.033718;0.054418;0.010196;0.019489;0.008167;0.021700;0.002073;0.010174;0.112630;0.019743;0.007635;0.006857;0.002722;0.011923;0.005506;0.000404;0.001304;0.001017;0.003253;0.000104;0.000048;0.000050;0.000306;0.000098;0.000210
äa;0.003110;0.006660;0.037313;0.067595;0.025109;0.081071;0.025580;0.093038;0.020527;0.117253;0.033214;0.040086;0.072303;0.056267;0.064428;0.007091;0.036952;0.005764;0.011770;0.003110;0.031660;0.013085;0.064762;0.003197;0.005905;0.003107;0.031651;0.002817;0.000560;0.028248;0.001104;0.004458;0.000606;0.000072;0.000075;0.000177;0.000250;0.000034
äu;0.002073;0.004608;0.024609;0.052069;0.033842;0.056081;0.016256;0.011428;0.075797;0.169235;0.013082;0.096139;0.069918;0.048004;0.049028;0.003621;0.012758;0.003858;0.007969;0.002073;0.020276;0.011156;0.011312;0.002315;0.004005;0.002340;0.007103;0.001878;0.000373;0.182686;0.000736;0.002901;0.000165;0.000048;0.000050;0.000118;0.000066;0.000023
äf;0.002073;0.004679;0.038624;0.087889;0.014586;0.058548;0.035318;0.018271;0.024337;0.030118;0.012415;0.010124;0.079472;0.017937;0.382020;0.004253;0.015011;0.002837;0.042102;0.002073;0.007985;0.004258;0.014086;0.008865;0.004514;0.002411;0.005953;0.056628;0.000959;0.001304;0.007470;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
än;0.002073;0.005137;0.037777;0.080480;0.318253;0.022640;0.022471;0.015994;0.007958;0.041986;0.013819;0.007839;0.154361;0.034536;0.035158;0.012249;0.086303;0.002714;0.011249;0.002168;0.008434;0.014640;0.009142;0.003100;0.021171;0.012322;0.006067;0.002327;0.000397;0.001304;0.001043;0.003369;0.000104;0.000402;0.000073;0.000851;0.000066;0.000023
äh;0.002073;0.006374;0.104708;0.147815;0.014990;0.238665;0.049168;0.016956;0.005297;0.059751;0.013361;0.014671;0.102784;0.021635;0.070507;0.003894;0.009875;0.002806;0.011193;0.002131;0.007985;0.006043;0.052794;0.009978;0.006752;0.002721;0.005190;0.001936;0.000488;0.001304;0.002813;0.002586;0.000104;0.000105;0.000107;0.000176;0.000239;0.000023
äm;0.002073;0.005180;0.080513;0.123362;0.015150;0.022379;0.034878;0.020467;0.005756;0.029616;0.011976;0.053268;0.113968;0.022538;0.105445;0.003846;0.009856;0.131831;0.014622;0.002073;0.008174;0.005095;0.134705;0.003449;0.005330;0.002536;0.006769;0.007336;0.000373;0.001304;0.012876;0.002659;0.000104;0.000048;0.000050;0.000118;0.000066;0.000211
ä ;0.003110;0.035328;0.066994;0.102377;0.110103;0.043758;0.055996;0.043576;0.023671;0.057439;0.033355;0.031182;0.071198;0.059460;0.029616;0.023136;0.031023;0.017850;0.014923;0.003157;0.013296;0.021998;0.021217;0.005150;0.006090;0.003593;0.031804;0.006112;0.003901;0.001956;0.001575;0.025122;0.000179;0.000072;0.000381;0.000177;0.000100;0.000034
äs;0.002073;0.006017;0.373345;0.094466;0.015305;0.023366;0.024844;0.013360;0.007260;0.029748;0.013754;0.008528;0.100673;0.055349;0.079384;0.004094;0.011252;0.013822;0.024775;0.002158;0.049081;0.005405;0.010658;0.003570;0.006260;0.003156;0.008672;0.002090;0.000458;0.001304;0.000905;0.003783;0.000104;0.000090;0.000261;0.000118;0.000447;0.000065
ät;0.002073;0.010332;0.104673;0.177104;0.014586;0.042669;0.026818;0.023554;0.005179;0.030492;0.013603;0.007635;0.199906;0.043711;0.065462;0.107499;0.012097;0.003066;0.010726;0.002115;0.007985;0.004007;0.019519;0.008057;0.026931;0.013199;0.006827;0.003547;0.000373;0.001304;0.000819;0.002805;0.000104;0.000256;0.000091;0.000786;0.000066;0.000023
äz;0.002073;0.024100;0.406284;0.101574;0.014586;0.022301;0.017074;0.165421;0.004720;0.029240;0.011976;0.007752;0.063292;0.016532;0.033758;0.003375;0.009214;0.002691;0.010918;0.002073;0.007985;0.003966;0.011741;0.002950;0.004455;0.002381;0.005689;0.003926;0.000373;0.001304;0.003193;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000227
äg;0.002073;0.004393;0.064844;0.403248;0.014586;0.039890;0.021851;0.037705;0.005334;0.031541;0.012129;0.007343;0.109163;0.031513;0.076078;0.003605;0.009009;0.002767;0.008537;0.002150;0.007985;0.009258;0.064506;0.002821;0.009772;0.003889;0.005075;0.003565;0.000373;0.001304;0.000736;0.002548;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
äp;0.003110;0.006359;0.049734;0.109583;0.021879;0.207644;0.090805;0.041134;0.024030;0.043860;0.027594;0.011014;0.070306;0.025646;0.041018;0.005063;0.013514;0.010585;0.071092;0.003110;0.011978;0.006334;0.034961;0.040562;0.006610;0.003342;0.007612;0.003588;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
äo;0.003110;0.011775;0.037165;0.069709;0.038259;0.120859;0.020829;0.018451;0.014082;0.191417;0.028532;0.055136;0.079675;0.037437;0.032501;0.013781;0.028970;0.025833;0.013355;0.003110;0.032454;0.012157;0.060560;0.003197;0.006643;0.003089;0.018841;0.002817;0.001881;0.006844;0.001765;0.004631;0.000684;0.000072;0.000075;0.000177;0.000100;0.000034
