unsmoothed;3
(;r;e;s;u;m;p;t;i;o;n; ;f;h;);d;c;l;a;j;y;b;,;w;k;g;v;.;q;x;?;z;ó;ä;#
dg;0.002128;0.065024;0.410468;0.020442;0.026270;0.008065;0.007131;0.028122;0.069064;0.040512;0.023638;0.151336;0.006191;0.032847;0.002289;0.010541;0.008616;0.011179;0.036554;0.000421;0.006840;0.003391;0.007635;0.004255;0.001336;0.006490;0.002849;0.005306;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
dv;0.002128;0.017358;0.289343;0.017856;0.007851;0.008065;0.007131;0.026507;0.277280;0.058386;0.019760;0.053582;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.138792;0.000421;0.004591;0.003391;0.003683;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
d.;0.002128;0.017358;0.035504;0.017856;0.007851;0.009775;0.007131;0.026507;0.021399;0.022092;0.019760;0.057000;0.005706;0.012489;0.661273;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.003442;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
dq;0.003191;0.026037;0.051718;0.026784;0.511776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
dx;0.003191;0.026037;0.076912;0.026784;0.011776;0.012098;0.128914;0.183171;0.092175;0.035076;0.029640;0.093938;0.008559;0.018733;0.003191;0.013387;0.061374;0.015072;0.101572;0.000632;0.006140;0.005087;0.012902;0.006382;0.002004;0.006583;0.006211;0.008925;0.000485;0.002761;0.000076;0.000140;0.000016;0.000016;0.000032
d?;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.053582;0.005706;0.012489;0.668794;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
dz;0.003191;0.026037;0.347172;0.026784;0.011776;0.012098;0.010697;0.039760;0.077552;0.124047;0.029640;0.114463;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.027878;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.011395
dó;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
dä;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
d#;0.002128;0.017358;0.234479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.119760;0.086915;0.005706;0.012489;0.302128;0.008925;0.008616;0.043382;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
c(;0.003191;0.030038;0.056218;0.040785;0.014276;0.063598;0.019197;0.166260;0.146598;0.044638;0.036640;0.080372;0.028559;0.031233;0.003191;0.016387;0.020424;0.022072;0.064867;0.001632;0.012640;0.014587;0.005150;0.055883;0.002504;0.008083;0.005773;0.003112;0.000985;0.000824;0.000077;0.000140;0.000016;0.000016;0.000032
cr;0.002128;0.020422;0.338716;0.031584;0.034762;0.013172;0.008112;0.050897;0.095437;0.071396;0.024173;0.104487;0.005951;0.012611;0.002128;0.016442;0.010904;0.016095;0.088483;0.000421;0.011202;0.003841;0.009153;0.005113;0.004482;0.007821;0.004728;0.004076;0.000323;0.000549;0.000051;0.000094;0.000215;0.000011;0.000021
ce;0.002128;0.092621;0.048107;0.108905;0.012149;0.021746;0.030143;0.033891;0.026657;0.022874;0.096361;0.263523;0.012487;0.013044;0.002739;0.053389;0.020608;0.025096;0.034448;0.000545;0.005883;0.004625;0.018232;0.006188;0.001686;0.011321;0.009348;0.013860;0.002092;0.004992;0.000092;0.000176;0.000011;0.000011;0.000021
cs;0.002128;0.017636;0.068555;0.039859;0.019845;0.009614;0.017100;0.062966;0.056031;0.036191;0.019760;0.409474;0.006262;0.022338;0.002326;0.009441;0.059254;0.012034;0.029959;0.000421;0.004610;0.003550;0.015547;0.004612;0.002925;0.004429;0.002849;0.058868;0.000323;0.000549;0.000329;0.000094;0.000011;0.000011;0.000101
cu;0.002128;0.122148;0.047848;0.122488;0.010051;0.048744;0.020591;0.070485;0.034226;0.022453;0.063424;0.064241;0.006880;0.012489;0.002128;0.012900;0.029032;0.235689;0.031384;0.000421;0.004093;0.009353;0.004698;0.004255;0.001517;0.009809;0.002849;0.002436;0.000323;0.000639;0.000141;0.000094;0.000011;0.000011;0.000021
cm;0.003191;0.049778;0.188885;0.036017;0.029977;0.065118;0.056595;0.039760;0.093163;0.070331;0.029904;0.114268;0.008823;0.018733;0.003191;0.013387;0.013188;0.015336;0.076952;0.000632;0.016559;0.021309;0.008316;0.006382;0.002004;0.006583;0.004273;0.005485;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000296
cp;0.003191;0.139552;0.138681;0.029917;0.020278;0.022092;0.038143;0.052140;0.040302;0.143669;0.029640;0.095736;0.008559;0.022760;0.003490;0.013387;0.012924;0.062208;0.078196;0.000632;0.006438;0.005087;0.006493;0.006382;0.002153;0.006732;0.004273;0.005200;0.000485;0.000823;0.000076;0.000140;0.000016;0.000165;0.000032
ct;0.002128;0.031947;0.081814;0.049585;0.085249;0.009093;0.007185;0.030868;0.182879;0.072947;0.020108;0.167807;0.006413;0.114824;0.002128;0.008952;0.009044;0.018793;0.038761;0.000421;0.010140;0.003391;0.022983;0.006155;0.001336;0.004416;0.002849;0.006351;0.000323;0.000549;0.000265;0.000201;0.000011;0.000011;0.000075
ci;0.002128;0.027978;0.094678;0.108387;0.008282;0.017544;0.043596;0.089755;0.021465;0.071154;0.110838;0.065280;0.036096;0.012522;0.002128;0.035543;0.032312;0.033089;0.136146;0.000454;0.004093;0.006341;0.003533;0.004255;0.005015;0.008167;0.014563;0.002174;0.000323;0.001079;0.000051;0.000955;0.000011;0.000011;0.000054
co;0.002128;0.070238;0.035955;0.030183;0.075717;0.176852;0.023421;0.038577;0.024789;0.032006;0.196503;0.094221;0.039451;0.027205;0.002128;0.017069;0.014478;0.021990;0.021600;0.000967;0.006501;0.007468;0.004397;0.012280;0.002042;0.009251;0.008076;0.002331;0.000323;0.001668;0.000051;0.000094;0.000011;0.000011;0.000021
cn;0.003191;0.026037;0.086171;0.058653;0.015921;0.012959;0.010751;0.114372;0.049593;0.055532;0.034055;0.209194;0.012112;0.019110;0.003353;0.081324;0.035749;0.019379;0.048762;0.001009;0.008993;0.005141;0.011933;0.006436;0.005826;0.047765;0.006964;0.007902;0.000539;0.000877;0.000130;0.000194;0.000016;0.000016;0.000032
c ;0.002128;0.073536;0.052868;0.059563;0.014625;0.028215;0.065522;0.101879;0.053992;0.069331;0.031111;0.078996;0.019971;0.021184;0.002141;0.038180;0.053679;0.020949;0.120432;0.001520;0.006727;0.020566;0.003672;0.030215;0.002236;0.017179;0.005165;0.002405;0.001144;0.000562;0.000064;0.000200;0.000011;0.000011;0.000021
cf;0.003191;0.045239;0.088444;0.026971;0.044214;0.012657;0.010697;0.048522;0.082433;0.126911;0.029640;0.282274;0.032608;0.018919;0.003191;0.013387;0.012924;0.021038;0.051492;0.000632;0.008004;0.005087;0.006269;0.006942;0.002004;0.006583;0.004273;0.003857;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
ch;0.002128;0.036486;0.214647;0.018424;0.009157;0.009918;0.007131;0.031181;0.084780;0.043724;0.029512;0.296568;0.005706;0.013301;0.002128;0.009152;0.008673;0.012412;0.113305;0.000478;0.005967;0.003391;0.021124;0.004369;0.001336;0.004389;0.002849;0.006535;0.000323;0.000549;0.000051;0.000094;0.000011;0.000181;0.000021
c);0.006383;0.052075;0.103436;0.053569;0.023552;0.024196;0.021394;0.079520;0.064196;0.066276;0.059281;0.160745;0.017118;0.037466;0.006383;0.026775;0.025849;0.030145;0.059734;0.001264;0.012280;0.010174;0.010301;0.012765;0.004008;0.013167;0.008546;0.006223;0.000970;0.001647;0.000153;0.000281;0.000032;0.000032;0.000064
cd;0.003192;0.033427;0.142302;0.048716;0.025721;0.019607;0.011532;0.042740;0.076198;0.052447;0.030237;0.303853;0.008917;0.018972;0.003549;0.016606;0.012925;0.018768;0.056447;0.000871;0.009597;0.005206;0.020169;0.006621;0.002123;0.008133;0.007134;0.011813;0.000485;0.000824;0.000434;0.000141;0.000016;0.000016;0.000271
cc;0.002128;0.025918;0.202394;0.018432;0.048892;0.008065;0.007131;0.066836;0.070366;0.248053;0.019760;0.064446;0.005706;0.048785;0.002128;0.008925;0.017423;0.020666;0.073722;0.000421;0.012488;0.003391;0.003763;0.004255;0.004628;0.004389;0.002849;0.002815;0.000488;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
cl;0.002128;0.018840;0.187073;0.028090;0.153526;0.008136;0.007908;0.032012;0.082028;0.071900;0.019901;0.117242;0.008741;0.012489;0.002128;0.027698;0.008828;0.046395;0.092846;0.000421;0.040272;0.003462;0.006610;0.005384;0.001477;0.004530;0.005319;0.003486;0.000323;0.000549;0.000051;0.000094;0.000011;0.000081;0.000021
ca;0.002128;0.073001;0.034586;0.076204;0.060937;0.022763;0.030138;0.140093;0.030552;0.022128;0.147913;0.071164;0.009303;0.012560;0.002163;0.024714;0.020014;0.132394;0.019911;0.001027;0.011288;0.010609;0.005689;0.005715;0.007569;0.010123;0.010969;0.002680;0.000323;0.001119;0.000051;0.000129;0.000011;0.000011;0.000021
cj;0.003191;0.026037;0.271415;0.026784;0.153190;0.012098;0.010697;0.039760;0.034623;0.144249;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.052594;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.006798;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
cy;0.002128;0.017358;0.047992;0.029291;0.007851;0.018980;0.008864;0.028066;0.024344;0.050332;0.020973;0.490460;0.005879;0.012489;0.005742;0.009272;0.008790;0.010048;0.019911;0.000421;0.004093;0.003391;0.086709;0.004428;0.001336;0.004389;0.002849;0.072380;0.000323;0.000549;0.000224;0.000094;0.000011;0.000011;0.000021
cb;0.003191;0.041721;0.260940;0.044664;0.056945;0.014607;0.010697;0.042269;0.046841;0.056977;0.029640;0.082882;0.008559;0.018733;0.003191;0.013387;0.013238;0.079376;0.069390;0.020080;0.047231;0.005087;0.005150;0.006382;0.002004;0.006583;0.004900;0.003739;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
c,;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.720248;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
cw;0.003191;0.028287;0.172218;0.030034;0.013026;0.012098;0.010947;0.042760;0.117098;0.097638;0.040640;0.122122;0.008559;0.126483;0.003191;0.013387;0.012924;0.016572;0.080617;0.000632;0.006390;0.005087;0.010400;0.006382;0.002004;0.006583;0.004273;0.004861;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
ck;0.002128;0.017358;0.199925;0.066052;0.008381;0.008065;0.007131;0.026507;0.078936;0.030054;0.040302;0.328582;0.005706;0.021353;0.002128;0.008925;0.008616;0.046036;0.033553;0.000421;0.004093;0.003391;0.013890;0.013119;0.001336;0.013253;0.003379;0.006321;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
cg;0.003191;0.097535;0.115702;0.030662;0.039405;0.012098;0.010697;0.042183;0.103596;0.060767;0.035457;0.227003;0.009286;0.049271;0.003434;0.015811;0.012924;0.016769;0.054830;0.000632;0.010260;0.005087;0.011452;0.006382;0.002004;0.009734;0.004273;0.007959;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
cv;0.003191;0.026037;0.413182;0.026784;0.011776;0.012098;0.010697;0.039760;0.103420;0.066745;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.062354;0.000632;0.006887;0.005087;0.005524;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
c.;0.002128;0.017358;0.035504;0.017856;0.007851;0.009775;0.007131;0.026507;0.021399;0.022092;0.019760;0.057000;0.005706;0.012489;0.661273;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.003442;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
cq;0.002128;0.017358;0.034479;0.017856;0.674517;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.053582;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
cx;0.003191;0.026037;0.076912;0.026784;0.011776;0.012098;0.128914;0.183171;0.092175;0.035076;0.029640;0.093938;0.008559;0.018733;0.003191;0.013387;0.061374;0.015072;0.101572;0.000632;0.006140;0.005087;0.012902;0.006382;0.002004;0.006583;0.006211;0.008925;0.000485;0.002761;0.000076;0.000140;0.000016;0.000016;0.000032
c?;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.503191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
cz;0.003191;0.026037;0.347172;0.026784;0.011776;0.012098;0.010697;0.039760;0.077552;0.124047;0.029640;0.114463;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.027878;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.011395
có;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
cä;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
c#;0.003191;0.026037;0.101718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.179640;0.130372;0.008559;0.018733;0.203191;0.013387;0.012924;0.065072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
l(;0.003191;0.030038;0.056218;0.040785;0.014276;0.063598;0.019197;0.166260;0.146598;0.044638;0.036640;0.080372;0.028559;0.031233;0.003191;0.016387;0.020424;0.022072;0.064867;0.001632;0.012640;0.014587;0.005150;0.055883;0.002504;0.008083;0.005773;0.003112;0.000985;0.000824;0.000077;0.000140;0.000016;0.000016;0.000032
lr;0.002128;0.020422;0.460511;0.031584;0.015531;0.013172;0.008112;0.050897;0.044155;0.058575;0.024173;0.104487;0.005951;0.012611;0.002128;0.016442;0.010904;0.016095;0.050021;0.000421;0.011202;0.003841;0.009153;0.005113;0.004482;0.007821;0.004728;0.004076;0.000323;0.000549;0.000051;0.000094;0.000215;0.000011;0.000021
le;0.002128;0.055197;0.043293;0.080809;0.012149;0.058960;0.011821;0.049019;0.023702;0.022874;0.073909;0.256240;0.011045;0.013548;0.002148;0.040323;0.028172;0.021290;0.070670;0.000545;0.005883;0.004625;0.023818;0.006188;0.001686;0.025945;0.025990;0.012559;0.002092;0.012052;0.000596;0.000680;0.000011;0.000011;0.000021
ls;0.002128;0.017636;0.075451;0.039859;0.019845;0.009614;0.017100;0.072161;0.056031;0.236191;0.019760;0.272528;0.006262;0.022338;0.002326;0.009441;0.013934;0.012034;0.029959;0.000421;0.004610;0.003550;0.024742;0.004612;0.002925;0.004429;0.002849;0.015846;0.000323;0.000549;0.000329;0.000094;0.000011;0.000011;0.000101
lu;0.002128;0.101609;0.067005;0.160924;0.007941;0.020930;0.020591;0.107247;0.034226;0.022453;0.061314;0.064241;0.006880;0.012489;0.002128;0.120179;0.040526;0.052144;0.050541;0.000421;0.004093;0.009353;0.004698;0.004255;0.001517;0.009809;0.002849;0.002436;0.000323;0.004471;0.000141;0.000094;0.000011;0.000011;0.000021
lm;0.002128;0.033185;0.125923;0.024011;0.019985;0.043412;0.037730;0.026507;0.062109;0.380221;0.019936;0.076179;0.005882;0.012489;0.002128;0.008925;0.008792;0.010224;0.051301;0.000421;0.011040;0.014206;0.005544;0.004255;0.001336;0.004389;0.002849;0.003657;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000197
lp;0.002128;0.093035;0.153060;0.019945;0.013519;0.014728;0.025429;0.034760;0.087474;0.095779;0.019760;0.245643;0.005706;0.015174;0.002327;0.008925;0.008616;0.041472;0.052131;0.000421;0.004292;0.003391;0.034632;0.004255;0.001435;0.004488;0.002849;0.003467;0.000323;0.000549;0.000051;0.000094;0.000011;0.000110;0.000021
lt;0.002128;0.038453;0.082581;0.038596;0.104925;0.008413;0.007185;0.030868;0.110351;0.052539;0.020108;0.184483;0.005733;0.183200;0.002128;0.008952;0.009044;0.012670;0.047500;0.000421;0.010140;0.003391;0.010738;0.006155;0.001336;0.004416;0.002849;0.004991;0.000323;0.000549;0.004539;0.000201;0.000011;0.000011;0.000075
li;0.002128;0.024948;0.061456;0.103510;0.008282;0.024447;0.009252;0.101954;0.021465;0.066596;0.144010;0.065280;0.016267;0.013015;0.002128;0.023350;0.093949;0.020451;0.075451;0.000454;0.004093;0.007327;0.004026;0.004255;0.056790;0.019508;0.020950;0.002174;0.000323;0.001079;0.000051;0.000955;0.000011;0.000011;0.000054
lo;0.002128;0.062253;0.035955;0.044872;0.041189;0.030247;0.110195;0.040777;0.025580;0.049070;0.119242;0.094221;0.039934;0.013933;0.002128;0.015217;0.033972;0.017977;0.022392;0.000967;0.084609;0.011868;0.004397;0.057385;0.002042;0.024518;0.009350;0.002331;0.000323;0.000742;0.000051;0.000094;0.000011;0.000011;0.000021
ln;0.002128;0.017358;0.390781;0.039102;0.010614;0.008640;0.007167;0.076248;0.033062;0.037022;0.022703;0.139463;0.008075;0.012740;0.002235;0.054216;0.023833;0.012919;0.032508;0.000673;0.005995;0.003427;0.007956;0.004291;0.003884;0.031844;0.004643;0.005268;0.000359;0.000585;0.000087;0.000130;0.000011;0.000011;0.000021
l ;0.002128;0.043172;0.057118;0.052357;0.014317;0.030247;0.060595;0.124052;0.065202;0.068038;0.032712;0.056638;0.042575;0.028945;0.002141;0.038303;0.047705;0.021442;0.108668;0.002998;0.008945;0.028819;0.003672;0.030400;0.002975;0.011821;0.007013;0.002405;0.003731;0.000562;0.000064;0.000200;0.000011;0.000011;0.000021
lf;0.002128;0.037912;0.058963;0.025733;0.029476;0.031694;0.007131;0.032348;0.078211;0.084608;0.019760;0.381981;0.021739;0.012613;0.002128;0.008925;0.008616;0.014025;0.034328;0.000421;0.005336;0.003391;0.027435;0.027884;0.001336;0.004389;0.002849;0.033579;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
lh;0.003192;0.029786;0.293626;0.027637;0.013735;0.012609;0.010697;0.045638;0.101093;0.062184;0.030663;0.127391;0.008559;0.018818;0.003192;0.013728;0.013010;0.016350;0.120072;0.000717;0.008951;0.005087;0.007876;0.006553;0.002004;0.006584;0.004273;0.004134;0.000485;0.000824;0.000077;0.000141;0.000016;0.000272;0.000032
l);0.006383;0.052075;0.103436;0.053569;0.023552;0.024196;0.021394;0.079520;0.064196;0.066276;0.059281;0.160745;0.017118;0.037466;0.006383;0.026775;0.025849;0.030145;0.059734;0.001264;0.012280;0.010174;0.010301;0.012765;0.004008;0.013167;0.008546;0.006223;0.000970;0.001647;0.000153;0.000281;0.000032;0.000032;0.000064
ld;0.002128;0.024791;0.094868;0.036236;0.017147;0.013071;0.007688;0.028493;0.059571;0.034964;0.020158;0.514599;0.005944;0.012648;0.002366;0.011070;0.008616;0.012512;0.037631;0.000580;0.006398;0.003471;0.018458;0.004414;0.001415;0.005422;0.004756;0.009128;0.000323;0.000549;0.000289;0.000094;0.000011;0.000011;0.000180
lc;0.002128;0.025918;0.080898;0.018432;0.020855;0.008065;0.007131;0.066836;0.048559;0.444314;0.019760;0.064446;0.005706;0.048785;0.002128;0.008925;0.017423;0.020666;0.048800;0.000421;0.012488;0.003391;0.003763;0.004255;0.004628;0.004389;0.002849;0.002815;0.000488;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
ll;0.002128;0.019488;0.107667;0.031326;0.013991;0.008136;0.007908;0.032659;0.074286;0.062894;0.019901;0.304297;0.008741;0.012489;0.002128;0.027698;0.008828;0.046395;0.052155;0.000421;0.105002;0.003462;0.020849;0.005384;0.001477;0.004530;0.005319;0.009311;0.000323;0.000549;0.000051;0.000094;0.000011;0.000081;0.000021
la;0.002128;0.129433;0.034586;0.066902;0.017232;0.025057;0.014666;0.165560;0.041095;0.022128;0.134825;0.070214;0.009303;0.012560;0.002163;0.033754;0.050833;0.050722;0.019911;0.001027;0.026698;0.018581;0.003790;0.010582;0.007569;0.013367;0.010969;0.002680;0.000323;0.001119;0.000051;0.000129;0.000011;0.000011;0.000021
lj;0.003191;0.026037;0.271415;0.026784;0.153190;0.012098;0.010697;0.039760;0.034623;0.144249;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.052594;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.006798;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
ly;0.002128;0.017358;0.047992;0.039795;0.007851;0.018980;0.008864;0.028066;0.024344;0.050332;0.022374;0.518938;0.005879;0.012489;0.002474;0.009972;0.009490;0.010048;0.019911;0.000421;0.004093;0.003391;0.083675;0.004428;0.001336;0.004389;0.002849;0.036899;0.000323;0.000549;0.000224;0.000094;0.000011;0.000011;0.000021
lb;0.002128;0.027814;0.507293;0.029776;0.037964;0.009738;0.007131;0.028180;0.031227;0.037985;0.019760;0.055255;0.005706;0.012489;0.002128;0.008925;0.008825;0.052917;0.046260;0.013387;0.031488;0.003391;0.003434;0.004255;0.001336;0.004389;0.003267;0.002493;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
l,;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.720248;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
lw;0.002128;0.018858;0.114812;0.020023;0.008684;0.008065;0.007298;0.028507;0.078065;0.065092;0.027094;0.081415;0.005706;0.084322;0.002128;0.008925;0.008616;0.011048;0.387078;0.000421;0.004260;0.003391;0.006934;0.004255;0.001336;0.004389;0.002849;0.003241;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
lk;0.002128;0.017358;0.191591;0.032718;0.008381;0.008065;0.007131;0.026507;0.395603;0.030054;0.031968;0.136915;0.005706;0.013019;0.002128;0.008925;0.008616;0.012702;0.025219;0.000421;0.004093;0.003391;0.005557;0.004786;0.001336;0.004920;0.003379;0.006321;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
lg;0.002128;0.065024;0.077135;0.020442;0.026270;0.008065;0.007131;0.028122;0.402397;0.040512;0.023638;0.151336;0.006191;0.032847;0.002289;0.010541;0.008616;0.011179;0.036554;0.000421;0.006840;0.003391;0.007635;0.004255;0.001336;0.006490;0.002849;0.005306;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
lv;0.002128;0.017358;0.570692;0.017856;0.007851;0.008065;0.007131;0.026507;0.107042;0.044497;0.019760;0.053582;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.041569;0.000421;0.004591;0.003391;0.003683;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
l.;0.002128;0.017358;0.035504;0.017856;0.007851;0.009775;0.007131;0.026507;0.021399;0.022092;0.019760;0.057000;0.005706;0.012489;0.661273;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.003442;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
lq;0.003191;0.026037;0.051718;0.026784;0.511776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
lx;0.003191;0.026037;0.076912;0.026784;0.011776;0.012098;0.128914;0.183171;0.092175;0.035076;0.029640;0.093938;0.008559;0.018733;0.003191;0.013387;0.061374;0.015072;0.101572;0.000632;0.006140;0.005087;0.012902;0.006382;0.002004;0.006583;0.006211;0.008925;0.000485;0.002761;0.000076;0.000140;0.000016;0.000016;0.000032
l?;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.503191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
lz;0.003191;0.026037;0.347172;0.026784;0.011776;0.012098;0.010697;0.039760;0.077552;0.124047;0.029640;0.114463;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.027878;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.011395
ló;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
