unsmoothed;3
(;r;e;s;u;m;p;t;i;o;n; ;f;h;);d;c;l;a;j;y;b;,;w;k;g;v;.;q;x;?;z;ó;ä;#
d(;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dr;0.000000;0.000000;0.241935;0.000000;0.000000;0.000000;0.000000;0.000000;0.064516;0.048387;0.000000;0.016129;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.612903;0.000000;0.000000;0.000000;0.016129;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
de;0.000000;0.136842;0.022368;0.044737;0.000000;0.022368;0.015789;0.011842;0.001316;0.000000;0.185526;0.086842;0.013158;0.000000;0.000000;0.052632;0.073684;0.097368;0.035526;0.000000;0.000000;0.063158;0.007895;0.000000;0.000000;0.009211;0.107895;0.006579;0.005263;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ds;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.755435;0.000000;0.000000;0.005435;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.130435;0.000000;0.000000;0.000000;0.000000;0.108696;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
du;0.000000;0.222222;0.068376;0.111111;0.000000;0.017094;0.008547;0.042735;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.452991;0.025641;0.051282;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dm;0.000000;0.000000;0.746032;0.000000;0.000000;0.000000;0.000000;0.000000;0.253968;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dp;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.857143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.142857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dt;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
di;0.000000;0.108108;0.054054;0.200000;0.018919;0.008108;0.000000;0.081081;0.000000;0.002703;0.243243;0.016216;0.054054;0.000000;0.000000;0.029730;0.097297;0.005405;0.037838;0.000000;0.000000;0.005405;0.002703;0.000000;0.000000;0.000000;0.035135;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
do;0.000000;0.043210;0.104938;0.000000;0.043210;0.037037;0.154321;0.000000;0.024691;0.000000;0.123457;0.345679;0.000000;0.000000;0.000000;0.000000;0.061728;0.006173;0.000000;0.000000;0.000000;0.000000;0.012346;0.037037;0.000000;0.000000;0.000000;0.000000;0.000000;0.006173;0.000000;0.000000;0.000000;0.000000;0.000000
dn;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
d ;0.000000;0.045333;0.028800;0.052267;0.014400;0.038933;0.032533;0.213333;0.084267;0.059200;0.024533;0.012267;0.033600;0.020267;0.000000;0.017600;0.037867;0.048000;0.091733;0.003733;0.010133;0.066667;0.000000;0.039467;0.002133;0.014933;0.004800;0.001600;0.001600;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
df;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dh;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
d);0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dd;0.000000;0.259259;0.111111;0.000000;0.000000;0.000000;0.000000;0.000000;0.481481;0.000000;0.000000;0.111111;0.000000;0.000000;0.000000;0.000000;0.000000;0.037037;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dc;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dl;0.000000;0.000000;0.129032;0.000000;0.000000;0.000000;0.000000;0.000000;0.096774;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.032258;0.000000;0.741935;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
da;0.000000;0.080717;0.000000;0.000000;0.000000;0.224215;0.013453;0.103139;0.000000;0.000000;0.197309;0.031390;0.000000;0.000000;0.004484;0.000000;0.000000;0.000000;0.000000;0.000000;0.273543;0.004484;0.008969;0.004484;0.013453;0.000000;0.000000;0.040359;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dj;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.500000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.500000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dy;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.931034;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.068966;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
db;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
d,;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dw;0.000000;0.000000;0.500000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.500000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dk;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dg;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dv;0.000000;0.000000;0.041667;0.000000;0.000000;0.000000;0.000000;0.000000;0.625000;0.041667;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.291667;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
d.;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dq;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dx;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
d?;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dz;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dó;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dä;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
d#;0.000000;0.000000;0.500000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.500000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
c(;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cr;0.000000;0.000000;0.634615;0.000000;0.057692;0.000000;0.000000;0.000000;0.153846;0.038462;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.115385;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ce;0.000000;0.125887;0.015957;0.182624;0.000000;0.012411;0.054965;0.000000;0.008865;0.000000;0.118794;0.313830;0.008865;0.000000;0.001773;0.081560;0.000000;0.015957;0.001773;0.000000;0.000000;0.000000;0.030142;0.000000;0.000000;0.000000;0.000000;0.026596;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cs;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.714286;0.000000;0.000000;0.000000;0.000000;0.142857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.142857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cu;0.000000;0.107595;0.000000;0.183544;0.006329;0.094937;0.000000;0.050633;0.000000;0.000000;0.006329;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.550633;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cm;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cp;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ct;0.000000;0.006122;0.048980;0.071429;0.210204;0.002041;0.000000;0.000000;0.371429;0.061224;0.000000;0.155102;0.002041;0.000000;0.000000;0.000000;0.000000;0.018367;0.012245;0.000000;0.000000;0.000000;0.036735;0.000000;0.000000;0.000000;0.000000;0.004082;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ci;0.000000;0.009091;0.148485;0.118182;0.000000;0.000000;0.103030;0.078788;0.000000;0.015152;0.045455;0.000000;0.075758;0.000000;0.000000;0.045455;0.000000;0.039394;0.318182;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.003030;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
co;0.000000;0.030556;0.000000;0.012037;0.110185;0.439815;0.003704;0.000000;0.000926;0.014815;0.317593;0.000000;0.001852;0.039815;0.000000;0.005556;0.000926;0.012037;0.000926;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.003704;0.002778;0.000000;0.000000;0.002778;0.000000;0.000000;0.000000;0.000000;0.000000
cn;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
c ;0.000000;0.128788;0.022727;0.068182;0.007576;0.022727;0.121212;0.045455;0.015152;0.068182;0.015152;0.068182;0.007576;0.000000;0.000000;0.060606;0.083333;0.015152;0.189394;0.000000;0.000000;0.015152;0.000000;0.022727;0.000000;0.022727;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cf;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ch;0.000000;0.049887;0.056689;0.000000;0.000000;0.004535;0.000000;0.002268;0.052154;0.006803;0.027211;0.634921;0.000000;0.002268;0.000000;0.000000;0.000000;0.004535;0.099773;0.000000;0.000000;0.000000;0.047619;0.000000;0.000000;0.000000;0.000000;0.011338;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
c);0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cd;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cc;0.000000;0.000000;0.364486;0.000000;0.084112;0.000000;0.000000;0.000000;0.065421;0.411215;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.074766;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cl;0.000000;0.000000;0.317829;0.000000;0.418605;0.000000;0.000000;0.000000;0.038760;0.085271;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.131783;0.000000;0.007752;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ca;0.000000;0.056980;0.000000;0.091168;0.148148;0.002849;0.051282;0.176638;0.000000;0.000000;0.202279;0.002849;0.000000;0.000000;0.000000;0.014245;0.000000;0.245014;0.000000;0.000000;0.000000;0.002849;0.005698;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cj;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cy;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.666667;0.000000;0.000000;0.009804;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.166667;0.000000;0.000000;0.000000;0.000000;0.156863;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cb;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
c,;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cw;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ck;0.000000;0.000000;0.025000;0.100000;0.000000;0.000000;0.000000;0.000000;0.050000;0.000000;0.025000;0.575000;0.000000;0.025000;0.000000;0.000000;0.000000;0.100000;0.025000;0.000000;0.000000;0.000000;0.025000;0.025000;0.000000;0.025000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cg;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cv;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
c.;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cq;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cx;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
c?;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cz;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
có;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
cä;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
c#;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
l(;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
lr;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
le;0.000000;0.013616;0.001513;0.098336;0.000000;0.124054;0.000000;0.045386;0.000000;0.000000;0.051437;0.291982;0.004539;0.001513;0.000000;0.042360;0.022693;0.004539;0.110439;0.000000;0.000000;0.000000;0.046899;0.000000;0.000000;0.043873;0.049924;0.022693;0.000000;0.021180;0.001513;0.001513;0.000000;0.000000;0.000000
ls;0.000000;0.000000;0.020690;0.000000;0.000000;0.000000;0.000000;0.027586;0.000000;0.600000;0.000000;0.303448;0.000000;0.000000;0.000000;0.000000;0.006897;0.000000;0.000000;0.000000;0.000000;0.000000;0.027586;0.000000;0.000000;0.000000;0.000000;0.013793;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
lu;0.000000;0.045977;0.057471;0.298851;0.000000;0.011494;0.000000;0.160920;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.321839;0.034483;0.000000;0.057471;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.011494;0.000000;0.000000;0.000000;0.000000;0.000000
lm;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
lp;0.000000;0.000000;0.181818;0.000000;0.000000;0.000000;0.000000;0.000000;0.181818;0.000000;0.000000;0.545455;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.090909;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
lt;0.000000;0.025641;0.051282;0.038462;0.269231;0.000000;0.000000;0.000000;0.153846;0.000000;0.000000;0.205128;0.000000;0.205128;0.000000;0.000000;0.000000;0.000000;0.038462;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.012821;0.000000;0.000000;0.000000;0.000000
