unsmoothed;3
(;r;e;a;n;u;d;c;i;ó; ;l;p;í;o;s;);m;t;,;v;b;y;ñ;q;h;.;g;f;á;x;z;k;¿;é;?;j;ú;w;#
ti;0.001999;0.037385;0.095482;0.055261;0.064549;0.011212;0.067565;0.123415;0.017320;0.054350;0.057932;0.027991;0.016302;0.001367;0.057846;0.049358;0.001999;0.044519;0.044074;0.003672;0.102844;0.008750;0.002260;0.000602;0.002954;0.001849;0.002134;0.012589;0.014491;0.000916;0.000504;0.008965;0.000261;0.000044;0.005807;0.000044;0.001134;0.000220;0.000020;0.000016
tó;0.001999;0.093005;0.037900;0.029556;0.316652;0.010053;0.018796;0.012276;0.017242;0.002392;0.301966;0.025499;0.009715;0.001367;0.023722;0.023938;0.001999;0.024459;0.013366;0.003402;0.003349;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.004489;0.002055;0.000877;0.004681;0.000680;0.000068;0.000044;0.000668;0.000044;0.001026;0.000220;0.000020;0.000016
t ;0.001999;0.029300;0.081660;0.052476;0.027020;0.018557;0.096172;0.036246;0.024418;0.002520;0.053720;0.089154;0.122735;0.001380;0.028881;0.044986;0.002011;0.061941;0.023740;0.003772;0.005468;0.047053;0.053619;0.000602;0.016959;0.009842;0.002414;0.005704;0.007494;0.001069;0.000529;0.001076;0.041939;0.000121;0.001089;0.000057;0.001411;0.000731;0.000109;0.000029
tl;0.001999;0.018840;0.407530;0.143997;0.019103;0.017245;0.014470;0.012481;0.036404;0.002730;0.126071;0.022008;0.008467;0.007593;0.069576;0.022182;0.002047;0.011021;0.019325;0.006249;0.003067;0.003136;0.002357;0.000602;0.002896;0.001849;0.004325;0.005859;0.002248;0.001215;0.000504;0.000680;0.000068;0.000044;0.000764;0.000044;0.000747;0.000220;0.000020;0.000016
tp;0.002998;0.141779;0.141384;0.128868;0.028654;0.045939;0.020257;0.019077;0.041833;0.004309;0.078382;0.053485;0.013204;0.003011;0.160463;0.033223;0.002998;0.012043;0.025218;0.005102;0.002935;0.004632;0.003510;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001796;0.000755;0.001019;0.000222;0.000066;0.001361;0.000066;0.001121;0.002131;0.000030;0.000144
tí;0.001999;0.021715;0.038875;0.226437;0.031286;0.010053;0.017891;0.287339;0.017242;0.002392;0.080927;0.013803;0.008322;0.001367;0.040291;0.050254;0.001999;0.028497;0.071776;0.013148;0.002931;0.003575;0.002260;0.000602;0.002606;0.001849;0.004006;0.002818;0.009365;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.001235;0.000220;0.000020;0.000016
to;0.001999;0.094375;0.038804;0.029640;0.063841;0.010137;0.061304;0.020456;0.017383;0.002392;0.292668;0.023927;0.017655;0.001395;0.024143;0.141493;0.002055;0.037011;0.017307;0.036483;0.002912;0.013255;0.009148;0.000602;0.003004;0.003169;0.019539;0.006244;0.002897;0.000877;0.000756;0.000764;0.000068;0.000044;0.000668;0.000554;0.000775;0.000220;0.000020;0.000016
ts;0.001999;0.021397;0.409862;0.043766;0.019133;0.020506;0.014262;0.015119;0.049509;0.003695;0.187271;0.014802;0.018018;0.002912;0.040749;0.021989;0.002302;0.009362;0.053650;0.015854;0.002048;0.003149;0.002260;0.000602;0.002697;0.001879;0.010752;0.003272;0.002964;0.000908;0.000504;0.000680;0.000068;0.000044;0.000789;0.000165;0.000747;0.000220;0.000081;0.000016
t);0.005996;0.056374;0.113701;0.088668;0.057309;0.030159;0.040514;0.035994;0.051727;0.007177;0.156524;0.041408;0.024967;0.004101;0.071166;0.065967;0.005996;0.024086;0.038428;0.010205;0.005870;0.009264;0.006781;0.001805;0.007819;0.005546;0.006170;0.008454;0.006164;0.002632;0.001511;0.002039;0.000204;0.000132;0.002003;0.000132;0.002242;0.000660;0.000060;0.000048
tm;0.002998;0.028187;0.179579;0.110428;0.028779;0.037111;0.020257;0.018246;0.113989;0.003837;0.079258;0.020704;0.065259;0.006780;0.117236;0.033357;0.002998;0.012043;0.019214;0.005351;0.002935;0.041600;0.003390;0.000902;0.003909;0.002773;0.003334;0.004227;0.003082;0.021480;0.000755;0.001019;0.000102;0.000066;0.001748;0.000066;0.001121;0.001823;0.000030;0.000024
tt;0.001999;0.063260;0.372157;0.106167;0.019103;0.024772;0.013505;0.012102;0.060931;0.003120;0.052591;0.097188;0.008322;0.002303;0.084470;0.022041;0.001999;0.008029;0.013017;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.002161;0.002109;0.002818;0.002055;0.004362;0.000504;0.000888;0.000068;0.000044;0.002488;0.000044;0.000747;0.000688;0.000020;0.000016
t,;0.002998;0.028187;0.056850;0.044334;0.028654;0.015079;0.020257;0.017997;0.025863;0.003588;0.577673;0.020704;0.012483;0.002050;0.035583;0.032983;0.002998;0.012043;0.019214;0.005396;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003379;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
tv;0.002998;0.028187;0.185553;0.178144;0.028654;0.017122;0.020257;0.017997;0.125455;0.004099;0.078262;0.020704;0.012483;0.016351;0.152539;0.032983;0.002998;0.012043;0.019214;0.005613;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.004576;0.000066;0.001121;0.000330;0.000030;0.000024
tb;0.002998;0.144045;0.101835;0.130418;0.028655;0.039028;0.020257;0.018321;0.114537;0.004236;0.079880;0.093843;0.012484;0.006905;0.053383;0.047870;0.002998;0.012367;0.019861;0.005426;0.005201;0.004632;0.003391;0.000903;0.003910;0.002773;0.003409;0.004227;0.003082;0.002611;0.000756;0.001020;0.000102;0.000066;0.001649;0.000066;0.022480;0.000330;0.000030;0.000024
ty;0.002998;0.028187;0.079397;0.088100;0.029981;0.028342;0.020257;0.017997;0.025863;0.004915;0.440330;0.020704;0.012483;0.002050;0.070950;0.032983;0.002998;0.012485;0.019214;0.022344;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.004853;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001885;0.000066;0.001121;0.000330;0.000030;0.000024
tñ;0.002998;0.028187;0.058511;0.139018;0.028654;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.439237;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
tq;0.002998;0.028187;0.056850;0.044334;0.028654;0.515079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.035583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
th;0.001999;0.022755;0.092675;0.216943;0.019103;0.017981;0.013505;0.011998;0.188954;0.002392;0.109892;0.014163;0.008322;0.002448;0.085704;0.021989;0.001999;0.008029;0.013170;0.007366;0.001957;0.003088;0.114092;0.000602;0.002606;0.002209;0.003138;0.002818;0.002055;0.001238;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.001108;0.000220;0.000020;0.001457
t.;0.001999;0.018791;0.037900;0.029556;0.019103;0.010053;0.013505;0.011998;0.017242;0.002392;0.075174;0.013803;0.008322;0.001367;0.023722;0.021989;0.645017;0.008029;0.012809;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002705;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
tg;0.002998;0.143435;0.084865;0.125895;0.037165;0.122172;0.020257;0.017997;0.123381;0.004298;0.078971;0.028860;0.012484;0.006661;0.077782;0.032984;0.002998;0.012043;0.019569;0.005812;0.002935;0.004632;0.003391;0.000903;0.003910;0.002773;0.003440;0.004227;0.003082;0.001671;0.000756;0.001020;0.000102;0.000066;0.001356;0.000066;0.001121;0.003167;0.000030;0.000733
tf;0.002998;0.059315;0.137590;0.069626;0.028654;0.063717;0.020257;0.017997;0.154754;0.005047;0.078262;0.036268;0.012483;0.006914;0.185875;0.032983;0.002998;0.013502;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.003259;0.003085;0.004227;0.003568;0.001316;0.000755;0.001019;0.000102;0.000066;0.011702;0.000066;0.001121;0.000330;0.000030;0.000024
tá;0.001999;0.024106;0.037900;0.029556;0.156151;0.010812;0.013505;0.043968;0.017242;0.002392;0.283852;0.035482;0.015156;0.001367;0.023722;0.191710;0.001999;0.023215;0.021921;0.016389;0.001957;0.009582;0.002260;0.000602;0.002606;0.001849;0.007791;0.004337;0.005092;0.000877;0.008097;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
tx;0.002998;0.028187;0.060819;0.097905;0.028654;0.015079;0.020257;0.061648;0.216339;0.003588;0.078262;0.020704;0.109705;0.002050;0.041535;0.032983;0.002998;0.012043;0.108499;0.009071;0.004919;0.004632;0.003390;0.000902;0.003909;0.002773;0.005069;0.004227;0.003082;0.005284;0.004724;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
tz;0.001999;0.018791;0.037900;0.199164;0.019103;0.011033;0.013505;0.025723;0.271164;0.020039;0.094332;0.013803;0.008322;0.001367;0.094310;0.021989;0.001999;0.008029;0.012809;0.094578;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.004779;0.002055;0.005779;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
tk;0.002998;0.028187;0.056850;0.147275;0.028654;0.029785;0.020257;0.017997;0.114099;0.003588;0.092968;0.020704;0.012483;0.002050;0.256170;0.047689;0.002998;0.012043;0.019214;0.019808;0.017641;0.004632;0.003390;0.000902;0.003909;0.017479;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
t¿;0.002998;0.028187;0.102305;0.067061;0.028654;0.015079;0.042984;0.131633;0.025863;0.003588;0.078262;0.043431;0.194301;0.002050;0.035583;0.101165;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.025500;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
té;0.001999;0.099801;0.037900;0.029556;0.198458;0.010053;0.016499;0.066603;0.017242;0.002392;0.189785;0.020789;0.012314;0.001367;0.023722;0.069893;0.001999;0.009027;0.016801;0.004400;0.001957;0.006082;0.002260;0.000602;0.002606;0.001849;0.002057;0.135067;0.003053;0.000877;0.009486;0.000680;0.000068;0.000044;0.000668;0.000044;0.001745;0.000220;0.000020;0.000016
t?;0.002998;0.028187;0.056850;0.044334;0.028654;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.035583;0.032983;0.502997;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
tj;0.002998;0.028187;0.238668;0.109842;0.028654;0.093956;0.020257;0.017997;0.029874;0.011610;0.078262;0.020704;0.012483;0.002050;0.194674;0.032983;0.002998;0.012043;0.019214;0.005102;0.004272;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.002338;0.000066;0.001121;0.000330;0.000030;0.000024
tú;0.001999;0.018791;0.037900;0.078714;0.466914;0.010053;0.013505;0.011998;0.017242;0.002392;0.052175;0.101681;0.008322;0.001367;0.023722;0.021989;0.001999;0.029241;0.027961;0.003402;0.001957;0.048543;0.002260;0.000602;0.002606;0.001849;0.002057;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
tw;0.002998;0.028187;0.106850;0.044334;0.028654;0.215079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.235583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.053390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
t#;0.002998;0.028187;0.181850;0.106834;0.278654;0.015079;0.020257;0.017997;0.025863;0.003588;0.140762;0.020704;0.012483;0.002050;0.035583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
,(;0.002998;0.033187;0.176850;0.073834;0.052654;0.018079;0.038757;0.042497;0.029363;0.003588;0.078262;0.064704;0.070483;0.002050;0.039083;0.113483;0.002998;0.027043;0.037214;0.005102;0.004435;0.006132;0.016890;0.000902;0.011409;0.011773;0.008085;0.006227;0.006082;0.001316;0.000755;0.001019;0.000102;0.008066;0.002501;0.000066;0.001121;0.000330;0.000530;0.000024
,r;0.002998;0.039302;0.157734;0.136017;0.031526;0.026886;0.028926;0.024326;0.072769;0.005503;0.144418;0.028575;0.013228;0.012155;0.098123;0.037770;0.003051;0.028210;0.037880;0.009570;0.005913;0.005111;0.003444;0.000903;0.006037;0.002773;0.007286;0.009598;0.003348;0.008655;0.000756;0.002243;0.000155;0.000066;0.002757;0.000066;0.001547;0.000330;0.000030;0.000024
,e;0.002998;0.068397;0.057298;0.050820;0.111790;0.019272;0.028510;0.040040;0.026311;0.003588;0.208146;0.057275;0.014856;0.002103;0.039986;0.120469;0.003050;0.027837;0.026280;0.011720;0.006837;0.009272;0.003390;0.007072;0.005254;0.002825;0.004825;0.016936;0.006747;0.001342;0.006134;0.002469;0.000102;0.000066;0.001001;0.000145;0.004443;0.000330;0.000030;0.000024
,a;0.002998;0.083231;0.057425;0.044334;0.066117;0.018765;0.059376;0.047311;0.025965;0.003622;0.225746;0.055563;0.019245;0.003808;0.035718;0.094756;0.003099;0.037705;0.030676;0.013183;0.005437;0.015316;0.008191;0.003168;0.004755;0.003787;0.008731;0.006661;0.003995;0.001316;0.000755;0.003149;0.000203;0.000066;0.001069;0.000167;0.003690;0.000837;0.000030;0.000024
,n;0.002998;0.028239;0.093521;0.083777;0.029230;0.022769;0.048872;0.048861;0.047364;0.006099;0.228188;0.020913;0.012483;0.002469;0.068696;0.052496;0.003102;0.014606;0.113533;0.012060;0.005132;0.004684;0.003390;0.000902;0.005060;0.002877;0.007217;0.007889;0.012864;0.002153;0.000755;0.002432;0.000259;0.000066;0.001054;0.000223;0.001801;0.000905;0.000030;0.000024
,u;0.002998;0.079181;0.226035;0.064314;0.119310;0.015179;0.030893;0.043046;0.048825;0.003688;0.090787;0.037702;0.022125;0.004734;0.035980;0.053858;0.002998;0.020591;0.029949;0.005500;0.003929;0.009602;0.012635;0.000902;0.003909;0.002773;0.003085;0.008799;0.004672;0.001813;0.000855;0.002212;0.000102;0.000066;0.003685;0.000066;0.002811;0.000330;0.000030;0.000024
,d;0.002998;0.031665;0.309995;0.115149;0.028654;0.023145;0.020331;0.017997;0.068116;0.003810;0.096021;0.020778;0.012483;0.005084;0.129041;0.033057;0.002998;0.013079;0.020028;0.007100;0.003231;0.004706;0.003390;0.000902;0.004279;0.002921;0.004861;0.004227;0.003082;0.001390;0.000755;0.001019;0.000176;0.000066;0.001815;0.000066;0.001195;0.000330;0.000030;0.000024
,c;0.002998;0.040347;0.096580;0.111633;0.029820;0.053810;0.020257;0.022411;0.164211;0.004921;0.079428;0.030449;0.012483;0.006132;0.165934;0.032983;0.002998;0.012043;0.053363;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.018348;0.003335;0.004227;0.003082;0.001982;0.000755;0.001019;0.000435;0.000066;0.001501;0.000066;0.001121;0.000330;0.000030;0.000024
,i;0.002998;0.042386;0.098580;0.082296;0.076585;0.016818;0.068014;0.064884;0.025979;0.060097;0.086897;0.028296;0.016714;0.002050;0.082007;0.071061;0.002998;0.032850;0.039325;0.005508;0.019742;0.011934;0.003390;0.000902;0.004431;0.002773;0.003201;0.014717;0.011022;0.001374;0.000755;0.008090;0.000392;0.000066;0.008710;0.000066;0.001700;0.000330;0.000030;0.000024
,ó;0.002998;0.032364;0.056850;0.044334;0.439264;0.015079;0.028193;0.018414;0.025863;0.003588;0.095806;0.038248;0.014572;0.002050;0.035583;0.035907;0.002998;0.036688;0.020049;0.005102;0.005023;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.006733;0.003082;0.001316;0.007021;0.001019;0.000102;0.000066;0.001001;0.000066;0.001538;0.000330;0.000030;0.000024
, ;0.001999;0.031849;0.138130;0.074633;0.038980;0.024047;0.075878;0.058795;0.028340;0.002520;0.054308;0.073173;0.074108;0.001380;0.030841;0.094202;0.002011;0.027333;0.034132;0.003968;0.007037;0.006171;0.029403;0.000602;0.042253;0.017685;0.002414;0.006292;0.009651;0.001069;0.000529;0.001076;0.000272;0.000905;0.001481;0.000057;0.001411;0.000731;0.000109;0.000225
,l;0.002998;0.028259;0.111296;0.215996;0.028654;0.025867;0.021705;0.018721;0.054606;0.004095;0.189107;0.033012;0.012700;0.011390;0.104364;0.033273;0.003070;0.016532;0.028988;0.009374;0.004600;0.004704;0.003535;0.000902;0.004344;0.002773;0.006488;0.008788;0.003371;0.001823;0.000755;0.001019;0.000102;0.000066;0.001146;0.000066;0.001121;0.000330;0.000030;0.000024
,p;0.002998;0.141779;0.141384;0.128868;0.028654;0.045939;0.020257;0.019077;0.041833;0.004309;0.078382;0.053485;0.013204;0.003011;0.160463;0.033223;0.002998;0.012043;0.025218;0.005102;0.002935;0.004632;0.003510;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001796;0.000755;0.001019;0.000222;0.000066;0.001361;0.000066;0.001121;0.002131;0.000030;0.000144
,í;0.002998;0.032573;0.058312;0.256322;0.046929;0.015079;0.026836;0.042120;0.025863;0.003588;0.121390;0.020704;0.012483;0.002050;0.060437;0.075381;0.002998;0.014967;0.107664;0.019722;0.004397;0.005363;0.003390;0.000902;0.003909;0.002773;0.006009;0.004227;0.014047;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001852;0.000330;0.000030;0.000024
,o;0.002998;0.093188;0.057777;0.044460;0.093192;0.015206;0.033737;0.030256;0.026074;0.003588;0.210833;0.034606;0.025627;0.002092;0.036215;0.127052;0.003082;0.039678;0.025533;0.020478;0.004367;0.019882;0.007729;0.000902;0.004078;0.004753;0.012184;0.009366;0.004346;0.001316;0.001134;0.001146;0.000102;0.000066;0.001001;0.000403;0.001163;0.000330;0.000030;0.000024
,s;0.002998;0.032095;0.114794;0.065648;0.028700;0.030758;0.021393;0.022678;0.074264;0.005542;0.280906;0.022203;0.027026;0.004368;0.061124;0.032983;0.003452;0.014042;0.080475;0.023781;0.003071;0.004723;0.003390;0.000902;0.004046;0.002818;0.016128;0.004908;0.004445;0.001361;0.000755;0.001019;0.000102;0.000066;0.001183;0.000248;0.001121;0.000330;0.000121;0.000024
,);0.005996;0.056374;0.113701;0.088668;0.057309;0.030159;0.040514;0.035994;0.051727;0.007177;0.156524;0.041408;0.024967;0.004101;0.071166;0.065967;0.005996;0.024086;0.038428;0.010205;0.005870;0.009264;0.006781;0.001805;0.007819;0.005546;0.006170;0.008454;0.006164;0.002632;0.001511;0.002039;0.000204;0.000132;0.002003;0.000132;0.002242;0.000660;0.000060;0.000048
,m;0.002998;0.028187;0.179579;0.110428;0.028779;0.037111;0.020257;0.018246;0.113989;0.003837;0.079258;0.020704;0.065259;0.006780;0.117236;0.033357;0.002998;0.012043;0.019214;0.005351;0.002935;0.041600;0.003390;0.000902;0.003909;0.002773;0.003334;0.004227;0.003082;0.021480;0.000755;0.001019;0.000102;0.000066;0.001748;0.000066;0.001121;0.001823;0.000030;0.000024
,t;0.002998;0.094890;0.183235;0.159250;0.028654;0.037158;0.020257;0.018153;0.091396;0.004680;0.078886;0.020782;0.012483;0.003455;0.126705;0.033061;0.002998;0.012043;0.019526;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.003241;0.003163;0.004227;0.003082;0.006543;0.000755;0.001331;0.000102;0.000066;0.003732;0.000066;0.001121;0.001032;0.000030;0.000024
,,;0.001999;0.018791;0.037900;0.029556;0.019103;0.010053;0.013505;0.011998;0.017242;0.002392;0.718449;0.013803;0.008322;0.001367;0.023722;0.021989;0.001999;0.008029;0.012809;0.003598;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002253;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
,v;0.002998;0.028187;0.185553;0.178144;0.028654;0.017122;0.020257;0.017997;0.125455;0.004099;0.078262;0.020704;0.012483;0.016351;0.152539;0.032983;0.002998;0.012043;0.019214;0.005613;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.004576;0.000066;0.001121;0.000330;0.000030;0.000024
,b;0.002998;0.144045;0.101835;0.130418;0.028655;0.039028;0.020257;0.018321;0.114537;0.004236;0.079880;0.093843;0.012484;0.006905;0.053383;0.047870;0.002998;0.012367;0.019861;0.005426;0.005201;0.004632;0.003391;0.000903;0.003910;0.002773;0.003409;0.004227;0.003082;0.002611;0.000756;0.001020;0.000102;0.000066;0.001649;0.000066;0.022480;0.000330;0.000030;0.000024
,y;0.002998;0.028187;0.079397;0.088100;0.029981;0.028342;0.020257;0.017997;0.025863;0.004915;0.440330;0.020704;0.012483;0.002050;0.070950;0.032983;0.002998;0.012485;0.019214;0.022344;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.004853;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001885;0.000066;0.001121;0.000330;0.000030;0.000024
,ñ;0.002998;0.028187;0.058511;0.139018;0.028654;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.439237;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
,q;0.002998;0.028187;0.056850;0.044334;0.028654;0.515079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.035583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
,h;0.002998;0.034133;0.139012;0.325415;0.028654;0.026971;0.020257;0.017997;0.033431;0.003588;0.081505;0.021244;0.012483;0.003672;0.128556;0.032983;0.002998;0.012043;0.019754;0.011048;0.002935;0.004632;0.004471;0.000902;0.003909;0.003313;0.004706;0.004227;0.003082;0.001856;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001661;0.000330;0.000030;0.002186
,.;0.001999;0.018791;0.037900;0.029556;0.019103;0.010053;0.013505;0.011998;0.017242;0.002392;0.075174;0.013803;0.008322;0.001367;0.023722;0.021989;0.645017;0.008029;0.012809;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002705;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
,g;0.002998;0.143435;0.084865;0.125895;0.037165;0.122172;0.020257;0.017997;0.123381;0.004298;0.078971;0.028860;0.012484;0.006661;0.077782;0.032984;0.002998;0.012043;0.019569;0.005812;0.002935;0.004632;0.003391;0.000903;0.003910;0.002773;0.003440;0.004227;0.003082;0.001671;0.000756;0.001020;0.000102;0.000066;0.001356;0.000066;0.001121;0.003167;0.000030;0.000733
,f;0.002998;0.059315;0.137590;0.069626;0.028654;0.063717;0.020257;0.017997;0.154754;0.005047;0.078262;0.036268;0.012483;0.006914;0.185875;0.032983;0.002998;0.013502;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.003259;0.003085;0.004227;0.003568;0.001316;0.000755;0.001019;0.000102;0.000066;0.011702;0.000066;0.001121;0.000330;0.000030;0.000024
,á;0.002998;0.036159;0.056850;0.044334;0.092436;0.016218;0.020257;0.051026;0.025863;0.003588;0.194435;0.045761;0.022734;0.002050;0.035583;0.212938;0.002998;0.034822;0.032881;0.009658;0.002935;0.006910;0.003390;0.000902;0.003909;0.002773;0.004224;0.006505;0.007638;0.001316;0.012145;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
,x;0.002998;0.028187;0.060819;0.097905;0.028654;0.015079;0.020257;0.061648;0.216339;0.003588;0.078262;0.020704;0.109705;0.002050;0.041535;0.032983;0.002998;0.012043;0.108499;0.009071;0.004919;0.004632;0.003390;0.000902;0.003909;0.002773;0.005069;0.004227;0.003082;0.005284;0.004724;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
,z;0.002998;0.028187;0.056850;0.298746;0.028654;0.016550;0.020257;0.038585;0.031746;0.030059;0.141497;0.020704;0.012483;0.002050;0.141465;0.032983;0.002998;0.012043;0.019214;0.016867;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.007168;0.003082;0.008669;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
,k;0.002998;0.028187;0.056850;0.147275;0.028654;0.029785;0.020257;0.017997;0.114099;0.003588;0.092968;0.020704;0.012483;0.002050;0.256170;0.047689;0.002998;0.012043;0.019214;0.019808;0.017641;0.004632;0.003390;0.000902;0.003909;0.017479;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
,¿;0.002998;0.028187;0.102305;0.067061;0.028654;0.015079;0.042984;0.131633;0.025863;0.003588;0.078262;0.043431;0.194301;0.002050;0.035583;0.101165;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.025500;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
,é;0.002998;0.092558;0.056850;0.044334;0.226259;0.015079;0.024748;0.028476;0.025863;0.003588;0.156106;0.031183;0.018471;0.002050;0.035583;0.104840;0.002998;0.013540;0.025202;0.006599;0.002935;0.009123;0.003390;0.000902;0.003909;0.002773;0.003085;0.031173;0.004579;0.001316;0.014228;0.001019;0.000102;0.000066;0.001001;0.000066;0.002618;0.000330;0.000030;0.000024
,?;0.002998;0.028187;0.056850;0.044334;0.028654;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.035583;0.032983;0.502997;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
